source_id,source_document,source_sha256_prefix,extraction_run,table_id,category,page,row_type,serial,geography_name,religion,value,row_total
ncrb-prison,sources/ncrb-prison/psi-2023.pdf,460382a982f4c758,ncrb-prison-extract-v2.0.0-2023-20260529T175201Z,2.10C,convicts,103,state,1,ANDHRA PRADESH,hindu,1897,2213
ncrb-prison,sources/ncrb-prison/psi-2023.pdf,460382a982f4c758,ncrb-prison-extract-v2.0.0-2023-20260529T175201Z,2.10C,convicts,103,state,1,ANDHRA PRADESH,muslim,206,2213
ncrb-prison,sources/ncrb-prison/psi-2023.pdf,460382a982f4c758,ncrb-prison-extract-v2.0.0-2023-20260529T175201Z,2.10C,convicts,103,state,1,ANDHRA PRADESH,sikh,2,2213
ncrb-prison,sources/ncrb-prison/psi-2023.pdf,460382a982f4c758,ncrb-prison-extract-v2.0.0-2023-20260529T175201Z,2.10C,convicts,103,state,1,ANDHRA PRADESH,christian,105,2213
ncrb-prison,sources/ncrb-prison/psi-2023.pdf,460382a982f4c758,ncrb-prison-extract-v2.0.0-2023-20260529T175201Z,2.10C,convicts,103,state,1,ANDHRA PRADESH,others,3,2213
ncrb-prison,sources/ncrb-prison/psi-2023.pdf,460382a982f4c758,ncrb-prison-extract-v2.0.0-2023-20260529T175201Z,2.10C,convicts,103,state,2,ARUNACHAL PRADESH,hindu,64,172
ncrb-prison,sources/ncrb-prison/psi-2023.pdf,460382a982f4c758,ncrb-prison-extract-v2.0.0-2023-20260529T175201Z,2.10C,convicts,103,state,2,ARUNACHAL PRADESH,muslim,8,172
ncrb-prison,sources/ncrb-prison/psi-2023.pdf,460382a982f4c758,ncrb-prison-extract-v2.0.0-2023-20260529T175201Z,2.10C,convicts,103,state,2,ARUNACHAL PRADESH,sikh,1,172
ncrb-prison,sources/ncrb-prison/psi-2023.pdf,460382a982f4c758,ncrb-prison-extract-v2.0.0-2023-20260529T175201Z,2.10C,convicts,103,state,2,ARUNACHAL PRADESH,christian,58,172
ncrb-prison,sources/ncrb-prison/psi-2023.pdf,460382a982f4c758,ncrb-prison-extract-v2.0.0-2023-20260529T175201Z,2.10C,convicts,103,state,2,ARUNACHAL PRADESH,others,41,172
