source_id,source_document,source_sha256_prefix,extraction_run,table,page,religion,residence,metric,value,small_sample
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,hindu,total,nn,50.4,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,hindu,total,pnn,26.7,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,hindu,total,imr,77.1,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,hindu,total,child_4q1,32.4,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,hindu,total,u5_5q0,107.0,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,muslim,total,nn,38.0,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,muslim,total,pnn,20.8,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,muslim,total,imr,58.8,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,muslim,total,child_4q1,25.4,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,muslim,total,u5_5q0,82.7,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,christian,total,nn,29.8,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,christian,total,pnn,19.4,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,christian,total,imr,49.2,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,christian,total,child_4q1,19.7,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,christian,total,u5_5q0,68.0,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,sikh,total,nn,38.0,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,sikh,total,pnn,15.3,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,sikh,total,imr,53.3,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,sikh,total,child_4q1,12.3,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,sikh,total,u5_5q0,64.9,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,buddhist,total,nn,39.5,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,buddhist,total,pnn,14.0,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,buddhist,total,imr,53.6,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,buddhist,total,child_4q1,14.1,false
nfhs-2,sources/nfhs-2/reports/india-report-frind2.pdf,08c7b5cb1776a2ac,nfhs-table72-total-extract-v1.0.0-20260529T102634Z,6.4,217,buddhist,total,u5_5q0,66.9,false
