source_id,source_document,source_sha256_prefix,extraction_run,table,page,religion,metric,value
nfhs-3,sources/nfhs-3/reports/india-report-frind3.pdf,c1fb9db3227ef6de,nfhs-delivery-extract-v1.0.0-20260529T033854Z,8.12,257,hindu,institutional_delivery_pct,39.1
nfhs-3,sources/nfhs-3/reports/india-report-frind3.pdf,c1fb9db3227ef6de,nfhs-delivery-extract-v1.0.0-20260529T033854Z,8.12,257,muslim,institutional_delivery_pct,33.0
nfhs-3,sources/nfhs-3/reports/india-report-frind3.pdf,c1fb9db3227ef6de,nfhs-delivery-extract-v1.0.0-20260529T033854Z,8.12,257,christian,institutional_delivery_pct,53.4
nfhs-3,sources/nfhs-3/reports/india-report-frind3.pdf,c1fb9db3227ef6de,nfhs-delivery-extract-v1.0.0-20260529T033854Z,8.12,257,sikh,institutional_delivery_pct,58.3
nfhs-3,sources/nfhs-3/reports/india-report-frind3.pdf,c1fb9db3227ef6de,nfhs-delivery-extract-v1.0.0-20260529T033854Z,8.12,257,buddhist,institutional_delivery_pct,58.8
