source_id,source_document,source_sha256_prefix,extraction_run,table,page,religion,metric,value
nfhs-4,sources/nfhs-4/reports/india-report-fr339.pdf,ae829501207767ca,nfhs-delivery-extract-v1.0.0-20260529T033854Z,8.13,260,hindu,institutional_delivery_pct,80.8
nfhs-4,sources/nfhs-4/reports/india-report-fr339.pdf,ae829501207767ca,nfhs-delivery-extract-v1.0.0-20260529T033854Z,8.13,260,muslim,institutional_delivery_pct,69.2
nfhs-4,sources/nfhs-4/reports/india-report-fr339.pdf,ae829501207767ca,nfhs-delivery-extract-v1.0.0-20260529T033854Z,8.13,260,christian,institutional_delivery_pct,78.5
nfhs-4,sources/nfhs-4/reports/india-report-fr339.pdf,ae829501207767ca,nfhs-delivery-extract-v1.0.0-20260529T033854Z,8.13,260,sikh,institutional_delivery_pct,92.5
nfhs-4,sources/nfhs-4/reports/india-report-fr339.pdf,ae829501207767ca,nfhs-delivery-extract-v1.0.0-20260529T033854Z,8.13,260,buddhist,institutional_delivery_pct,92.2
