source_id,source_document,source_sha256_prefix,extraction_run,table,page,religion,indicator,age_cohort,residence,sex,value
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,399,sikh,WPR,all_age,urban,male,57.7
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,399,sikh,WPR,all_age,urban,female,17.1
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,399,sikh,WPR,all_age,urban,person,37.2
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,399,sikh,WPR,all_age,total,male,58.5
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,399,sikh,WPR,all_age,total,female,24.6
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,399,sikh,WPR,all_age,total,person,41.9
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,LFPR,15plus,rural,male,80.2
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,LFPR,15plus,rural,female,47.6
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,LFPR,15plus,rural,person,63.7
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,LFPR,15plus,urban,male,75.6
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,LFPR,15plus,urban,female,28.0
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,LFPR,15plus,urban,person,52.0
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,LFPR,15plus,total,male,78.8
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,LFPR,15plus,total,female,41.7
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,LFPR,15plus,total,person,60.1
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,LFPR,all_age,rural,male,57.9
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,LFPR,all_age,rural,female,35.5
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,LFPR,all_age,rural,person,46.8
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,LFPR,all_age,urban,male,59.0
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,LFPR,all_age,urban,female,22.3
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,LFPR,all_age,urban,person,41.0
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,LFPR,all_age,total,male,58.2
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,LFPR,all_age,total,female,31.7
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,LFPR,all_age,total,person,45.1
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,WPR,15plus,rural,male,78.1
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,WPR,15plus,rural,female,46.5
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,WPR,15plus,rural,person,62.1
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,WPR,15plus,urban,male,72.3
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,WPR,15plus,urban,female,26.0
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,WPR,15plus,urban,person,49.4
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,WPR,15plus,total,male,76.3
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,WPR,15plus,total,female,40.3
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,WPR,15plus,total,person,58.2
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,WPR,all_age,rural,male,56.3
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,WPR,all_age,rural,female,34.8
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,WPR,all_age,rural,person,45.6
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,WPR,all_age,urban,male,56.4
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,WPR,all_age,urban,female,20.7
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,WPR,all_age,urban,person,38.9
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,WPR,all_age,total,male,56.4
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,WPR,all_age,total,female,30.7
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table48-extract-v1.0.0-20260527T225257Z,48,400,all,WPR,all_age,total,person,43.7
