round,year,religion,residence,sex,n_15plus,lfpr,wpr,ur,salaried_share
2022-23,2022,jain,all,all,799,49.34,48.24,2.22,20.58
2022-23,2022,jain,all,female,379,23.07,21.92,4.98,22.73
2022-23,2022,jain,all,male,420,72.60,71.54,1.45,20.00
2022-23,2022,jain,rural,all,100,69.33,67.03,3.33,9.24
2022-23,2022,jain,rural,female,45,42.17,37.28,11.59,0.00
2022-23,2022,jain,rural,male,55,93.59,93.59,0.00,12.53
2022-23,2022,jain,urban,all,699,44.14,43.35,1.77,25.14
2022-23,2022,jain,urban,female,334,18.07,17.90,0.94,35.12
2022-23,2022,jain,urban,male,365,67.16,65.84,1.97,22.75
2022-23,2022,muslim,all,all,45656,51.91,50.68,2.35,15.29
2022-23,2022,muslim,all,female,22694,20.47,19.93,2.64,11.79
2022-23,2022,muslim,all,male,22962,83.48,81.58,2.28,16.15
2022-23,2022,muslim,rural,all,22656,53.66,52.85,1.52,9.16
2022-23,2022,muslim,rural,female,11307,21.82,21.55,1.23,6.77
2022-23,2022,muslim,rural,male,11349,86.07,84.70,1.60,9.77
2022-23,2022,muslim,urban,all,23000,47.51,45.27,4.70,33.23
2022-23,2022,muslim,urban,female,11387,17.02,15.79,7.28,29.35
2022-23,2022,muslim,urban,male,11613,77.15,73.95,4.15,34.03
2022-23,2022,other,all,all,2172,67.28,65.38,2.83,19.91
2022-23,2022,other,all,female,1076,57.89,55.54,4.05,14.77
2022-23,2022,other,all,male,1096,76.24,74.76,1.94,23.56
2022-23,2022,other,rural,all,1211,73.54,71.95,2.17,13.25
2022-23,2022,other,rural,female,581,67.60,65.24,3.49,9.46
2022-23,2022,other,rural,male,630,79.07,78.19,1.11,16.20
2022-23,2022,other,urban,all,961,48.94,46.13,5.75,50.33
2022-23,2022,other,urban,female,495,30.83,28.52,7.50,48.66
2022-23,2022,other,urban,male,466,67.53,64.21,4.93,51.10
2022-23,2022,sikh,all,all,6861,54.22,51.42,5.15,26.01
2022-23,2022,sikh,all,female,3387,29.56,27.64,6.48,22.61
2022-23,2022,sikh,all,male,3474,78.26,74.62,4.66,27.24
2022-23,2022,sikh,rural,all,4432,55.91,53.21,4.82,19.81
2022-23,2022,sikh,rural,female,2179,32.37,30.55,5.62,15.32
2022-23,2022,sikh,rural,male,2253,78.82,75.27,4.50,21.58
2022-23,2022,sikh,urban,all,2429,48.87,45.77,6.36,48.81
2022-23,2022,sikh,urban,female,1208,20.69,18.47,10.74,60.60
2022-23,2022,sikh,urban,male,1221,76.50,72.53,5.19,45.87
2023-24,2023,all,all,all,319773,60.13,58.22,3.18,21.78
2023-24,2023,all,all,female,160042,41.65,40.34,3.16,15.93
2023-24,2023,all,all,male,159720,78.80,76.28,3.19,24.90
2023-24,2023,all,rural,all,180793,63.72,62.13,2.49,12.76
2023-24,2023,all,rural,female,90920,47.56,46.54,2.14,7.84
2023-24,2023,all,rural,male,89872,80.25,78.09,2.70,15.76
2023-24,2023,all,urban,all,138980,52.01,49.36,5.10,47.50
2023-24,2023,all,urban,female,69122,27.98,25.98,7.14,49.51
2023-24,2023,all,urban,male,69848,75.58,72.28,4.36,46.80
2023-24,2023,buddhist,all,all,3751,57.51,54.31,5.56,33.34
2023-24,2023,buddhist,all,female,1870,40.19,38.81,3.44,25.85
2023-24,2023,buddhist,all,male,1881,74.96,69.93,6.71,37.53
2023-24,2023,buddhist,rural,all,2282,62.68,61.10,2.52,19.71
2023-24,2023,buddhist,rural,female,1110,49.08,48.67,0.85,10.34
2023-24,2023,buddhist,rural,male,1172,76.20,73.47,3.59,25.89
2023-24,2023,buddhist,urban,all,1469,50.12,44.60,11.01,60.05
2023-24,2023,buddhist,urban,female,760,27.68,24.93,9.92,68.49
2023-24,2023,buddhist,urban,male,709,73.16,64.79,11.44,56.71
2023-24,2023,christian,all,all,22405,62.85,59.85,4.76,27.66
2023-24,2023,christian,all,female,11427,50.35,47.60,5.47,26.41
2023-24,2023,christian,all,male,10978,76.32,73.06,4.26,28.53
2023-24,2023,christian,rural,all,12443,68.64,65.94,3.94,16.81
2023-24,2023,christian,rural,female,6254,58.17,55.52,4.57,15.72
2023-24,2023,christian,rural,male,6189,79.72,76.97,3.45,17.64
2023-24,2023,christian,urban,all,9962,52.91,49.42,6.60,52.47
2023-24,2023,christian,urban,female,5173,37.24,34.33,7.81,55.36
2023-24,2023,christian,urban,male,4789,70.33,66.19,5.89,50.80
2023-24,2023,hindu,all,all,237505,60.93,59.06,3.06,21.97
2023-24,2023,hindu,all,female,118710,43.35,42.07,2.94,15.90
2023-24,2023,hindu,all,male,118784,78.60,76.14,3.13,25.34
2023-24,2023,hindu,rural,all,137030,64.44,62.91,2.38,12.69
2023-24,2023,hindu,rural,female,69052,49.07,48.12,1.94,7.64
2023-24,2023,hindu,rural,male,67977,80.09,77.97,2.65,15.86
2023-24,2023,hindu,urban,all,100475,52.54,49.87,5.09,49.99
2023-24,2023,hindu,urban,female,49658,29.32,27.25,7.07,51.62
2023-24,2023,hindu,urban,male,50807,75.13,71.87,4.33,49.40
2023-24,2023,jain,all,all,793,54.49,53.34,2.12,21.78
2023-24,2023,jain,all,female,404,26.72,24.93,6.70,18.94
2023-24,2023,jain,all,male,389,82.29,81.77,0.63,22.64
2023-24,2023,jain,rural,all,134,60.73,60.55,0.30,6.95
2023-24,2023,jain,rural,female,68,35.30,35.30,0.00,4.83
2023-24,2023,jain,rural,male,66,85.04,84.69,0.41,7.80
2023-24,2023,jain,urban,all,659,51.70,50.11,3.07,29.78
2023-24,2023,jain,urban,female,336,23.01,20.44,11.14,29.47
2023-24,2023,jain,urban,male,323,81.02,80.43,0.73,29.86
2023-24,2023,muslim,all,all,46294,54.99,53.22,3.21,18.02
2023-24,2023,muslim,all,female,23163,30.21,29.12,3.60,10.92
2023-24,2023,muslim,all,male,23131,80.60,78.14,3.06,20.76
2023-24,2023,muslim,rural,all,23215,58.19,56.70,2.57,10.94
2023-24,2023,muslim,rural,female,11655,36.11,35.14,2.70,5.58
2023-24,2023,muslim,rural,male,11560,81.63,79.59,2.51,13.46
2023-24,2023,muslim,urban,all,23079,49.45,47.21,4.51,32.74
2023-24,2023,muslim,urban,female,11508,19.61,18.32,6.60,29.33
2023-24,2023,muslim,urban,male,11571,78.89,75.73,4.00,33.56
2023-24,2023,other,all,all,2334,73.33,70.99,3.20,15.29
2023-24,2023,other,all,female,1165,66.31,63.84,3.73,11.92
2023-24,2023,other,all,male,1169,80.32,78.10,2.76,18.02
2023-24,2023,other,rural,all,1431,77.81,75.93,2.42,7.39
2023-24,2023,other,rural,female,705,73.35,71.56,2.44,5.04
2023-24,2023,other,rural,male,726,82.16,80.18,2.41,9.44
2023-24,2023,other,urban,all,903,57.33,53.35,6.94,55.38
2023-24,2023,other,urban,female,460,42.41,37.62,11.28,56.41
2023-24,2023,other,urban,male,443,73.40,70.29,4.23,54.78
2023-24,2023,sikh,all,all,6691,56.08,52.81,5.84,26.72
2023-24,2023,sikh,all,female,3303,32.96,30.36,7.89,26.85
2023-24,2023,sikh,all,male,3388,79.21,75.26,4.98,26.67
2023-24,2023,sikh,rural,all,4258,58.58,55.22,5.74,21.35
2023-24,2023,sikh,rural,female,2076,36.35,33.71,7.24,20.36
2023-24,2023,sikh,rural,male,2182,80.51,76.43,5.07,21.78
2023-24,2023,sikh,urban,all,2433,48.77,45.76,6.19,45.70
2023-24,2023,sikh,urban,female,1227,23.31,20.80,10.75,56.88
2023-24,2023,sikh,urban,male,1206,75.30,71.75,4.71,42.32
