source_id,source_document,source_sha256_prefix,extraction_run,table,page,religion,residence,sex,metric,value
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,rural,female,helper_in_household,13.9
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,rural,female,all_self_employed,58.1
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,rural,female,regular_wage_salary,20.4
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,rural,female,casual_labour,21.5
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,rural,person,own_account_worker,41.0
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,rural,person,helper_in_household,11.5
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,rural,person,all_self_employed,52.5
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,rural,person,regular_wage_salary,21.4
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,rural,person,casual_labour,26.1
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,urban,male,own_account_worker,38.8
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,urban,male,helper_in_household,8.7
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,urban,male,all_self_employed,47.5
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,urban,male,regular_wage_salary,42.3
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,urban,male,casual_labour,10.2
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,urban,female,own_account_worker,31.9
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,urban,female,helper_in_household,9.4
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,urban,female,all_self_employed,41.3
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,urban,female,regular_wage_salary,56.9
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,urban,female,casual_labour,1.8
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,urban,person,own_account_worker,37.2
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,urban,person,helper_in_household,8.9
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,urban,person,all_self_employed,46.1
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,urban,person,regular_wage_salary,45.7
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,urban,person,casual_labour,8.2
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,total,male,own_account_worker,39.5
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,total,male,helper_in_household,10.0
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,total,male,all_self_employed,49.5
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,total,male,regular_wage_salary,26.7
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,total,male,casual_labour,23.9
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,total,female,own_account_worker,42.0
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,total,female,helper_in_household,13.1
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,total,female,all_self_employed,55.1
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,total,female,regular_wage_salary,26.9
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,total,female,casual_labour,18.0
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,total,person,own_account_worker,40.2
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,total,person,helper_in_household,10.9
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,total,person,all_self_employed,51.1
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,total,person,regular_wage_salary,26.7
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,sikh,total,person,casual_labour,22.2
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,rural,male,own_account_worker,47.0
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,rural,male,helper_in_household,12.4
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,rural,male,all_self_employed,59.4
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,rural,male,regular_wage_salary,15.8
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,rural,male,casual_labour,24.9
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,rural,female,own_account_worker,31.2
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,rural,female,helper_in_household,42.3
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,rural,female,all_self_employed,73.5
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,rural,female,regular_wage_salary,7.8
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,rural,female,casual_labour,18.7
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,rural,person,own_account_worker,41.0
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,rural,person,helper_in_household,23.7
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,rural,person,all_self_employed,64.7
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,rural,person,regular_wage_salary,12.7
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,rural,person,casual_labour,22.5
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,urban,male,own_account_worker,35.1
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,urban,male,helper_in_household,4.7
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,urban,male,all_self_employed,39.8
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,urban,male,regular_wage_salary,46.8
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,urban,male,casual_labour,13.4
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,urban,female,own_account_worker,28.5
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,urban,female,helper_in_household,13.8
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,urban,female,all_self_employed,42.3
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,urban,female,regular_wage_salary,49.4
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,urban,female,casual_labour,8.3
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,urban,person,own_account_worker,33.4
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,urban,person,helper_in_household,7.0
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,urban,person,all_self_employed,40.4
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,urban,person,regular_wage_salary,47.5
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,urban,person,casual_labour,12.1
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,total,male,own_account_worker,43.5
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,total,male,helper_in_household,10.1
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,total,male,all_self_employed,53.6
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,total,male,regular_wage_salary,24.9
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,total,male,casual_labour,21.5
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,total,female,own_account_worker,30.7
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,total,female,helper_in_household,36.7
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,total,female,all_self_employed,67.4
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,total,female,regular_wage_salary,15.9
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,total,female,casual_labour,16.7
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,total,person,own_account_worker,39.0
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,total,person,helper_in_household,19.4
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,total,person,all_self_employed,58.4
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,total,person,regular_wage_salary,21.7
plfs,sources/plfs/annual/plfs-annual-report-2023-24.pdf,ab4ead2cee181a13,plfs-table49-extract-v1.0.0-20260528T023117Z,49,402,all,total,person,casual_labour,19.8
