source_id,source_document,source_sha256_prefix,extraction_run,table_name,state_code,distt_code,area_name,area_level,residence,religion,sex,value
census-india-1991,sources/census-1991/c09-religion.xlsx,62c7d9070465ff07,census1991-c09-extract-v1.0.0-20260531T001634Z,C09T,02,00,Andhra Pradesh,state,rural,jain,females,498
census-india-1991,sources/census-1991/c09-religion.xlsx,62c7d9070465ff07,census1991-c09-extract-v1.0.0-20260531T001634Z,C09T,02,00,Andhra Pradesh,state,rural,other,persons,579
census-india-1991,sources/census-1991/c09-religion.xlsx,62c7d9070465ff07,census1991-c09-extract-v1.0.0-20260531T001634Z,C09T,02,00,Andhra Pradesh,state,rural,other,males,278
census-india-1991,sources/census-1991/c09-religion.xlsx,62c7d9070465ff07,census1991-c09-extract-v1.0.0-20260531T001634Z,C09T,02,00,Andhra Pradesh,state,rural,other,females,301
census-india-1991,sources/census-1991/c09-religion.xlsx,62c7d9070465ff07,census1991-c09-extract-v1.0.0-20260531T001634Z,C09T,02,00,Andhra Pradesh,state,rural,not_stated,persons,7051
census-india-1991,sources/census-1991/c09-religion.xlsx,62c7d9070465ff07,census1991-c09-extract-v1.0.0-20260531T001634Z,C09T,02,00,Andhra Pradesh,state,rural,not_stated,males,4050
census-india-1991,sources/census-1991/c09-religion.xlsx,62c7d9070465ff07,census1991-c09-extract-v1.0.0-20260531T001634Z,C09T,02,00,Andhra Pradesh,state,rural,not_stated,females,3001
census-india-1991,sources/census-1991/c09-religion.xlsx,62c7d9070465ff07,census1991-c09-extract-v1.0.0-20260531T001634Z,C09T,02,00,Andhra Pradesh,state,urban,all,persons,17887126
census-india-1991,sources/census-1991/c09-religion.xlsx,62c7d9070465ff07,census1991-c09-extract-v1.0.0-20260531T001634Z,C09T,02,00,Andhra Pradesh,state,urban,all,males,9132706
census-india-1991,sources/census-1991/c09-religion.xlsx,62c7d9070465ff07,census1991-c09-extract-v1.0.0-20260531T001634Z,C09T,02,00,Andhra Pradesh,state,urban,all,females,8754420
census-india-1991,sources/census-1991/c09-religion.xlsx,62c7d9070465ff07,census1991-c09-extract-v1.0.0-20260531T001634Z,C09T,02,00,Andhra Pradesh,state,urban,hindu,persons,13903653
census-india-1991,sources/census-1991/c09-religion.xlsx,62c7d9070465ff07,census1991-c09-extract-v1.0.0-20260531T001634Z,C09T,02,00,Andhra Pradesh,state,urban,hindu,males,7099945
census-india-1991,sources/census-1991/c09-religion.xlsx,62c7d9070465ff07,census1991-c09-extract-v1.0.0-20260531T001634Z,C09T,02,00,Andhra Pradesh,state,urban,hindu,females,6803708
census-india-1991,sources/census-1991/c09-religion.xlsx,62c7d9070465ff07,census1991-c09-extract-v1.0.0-20260531T001634Z,C09T,02,00,Andhra Pradesh,state,urban,muslim,persons,3445889
census-india-1991,sources/census-1991/c09-religion.xlsx,62c7d9070465ff07,census1991-c09-extract-v1.0.0-20260531T001634Z,C09T,02,00,Andhra Pradesh,state,urban,muslim,males,1764557
census-india-1991,sources/census-1991/c09-religion.xlsx,62c7d9070465ff07,census1991-c09-extract-v1.0.0-20260531T001634Z,C09T,02,00,Andhra Pradesh,state,urban,muslim,females,1681332
