source_id,source_document,source_sha256_prefix,extraction_run,table_name,geography_level,geography_code,area_name,residence,age_group,religion,persons
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-national-extract-v1.0.0-20260530T160533Z,C1500,national,IN,INDIA,total,5-9,all,126928126
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-national-extract-v1.0.0-20260530T160533Z,C1500,national,IN,INDIA,total,5-9,hindu,98842302
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-national-extract-v1.0.0-20260530T160533Z,C1500,national,IN,INDIA,total,5-9,muslim,21478536
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-national-extract-v1.0.0-20260530T160533Z,C1500,national,IN,INDIA,total,5-9,christian,2560275
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-national-extract-v1.0.0-20260530T160533Z,C1500,national,IN,INDIA,total,5-9,sikh,1687394
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-national-extract-v1.0.0-20260530T160533Z,C1500,national,IN,INDIA,total,5-9,buddhist,740778
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-national-extract-v1.0.0-20260530T160533Z,C1500,national,IN,INDIA,total,5-9,jain,306113
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-national-extract-v1.0.0-20260530T160533Z,C1500,national,IN,INDIA,total,5-9,other,972778
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-national-extract-v1.0.0-20260530T160533Z,C1500,national,IN,INDIA,total,10-14,all,132709212
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-national-extract-v1.0.0-20260530T160533Z,C1500,national,IN,INDIA,total,10-14,hindu,104107800
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-national-extract-v1.0.0-20260530T160533Z,C1500,national,IN,INDIA,total,10-14,muslim,21451442
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-national-extract-v1.0.0-20260530T160533Z,C1500,national,IN,INDIA,total,10-14,christian,2760926
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-national-extract-v1.0.0-20260530T160533Z,C1500,national,IN,INDIA,total,10-14,sikh,1904993
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-national-extract-v1.0.0-20260530T160533Z,C1500,national,IN,INDIA,total,10-14,buddhist,840760
