source_id,source_document,source_sha256_prefix,extraction_run,table_name,state_code,distt_code,area_name,residence,age_group,religion,sex,value
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,all,persons,17048085
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,all,males,8909250
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,all,females,8138835
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,hindu,persons,13294182
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,hindu,males,6980485
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,hindu,females,6313697
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,muslim,persons,3053520
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,muslim,males,1567221
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,muslim,females,1486299
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,christian,persons,50253
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,christian,males,25244
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,christian,females,25009
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,sikh,persons,165703
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,sikh,males,88184
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,sikh,females,77519
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,buddhist,persons,4094
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,buddhist,males,2180
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,buddhist,females,1914
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,jain,persons,455701
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,jain,males,232965
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,jain,females,222736
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,other,persons,1269
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,other,males,668
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,All ages,other,females,601
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,all,persons,1531246
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,all,males,812844
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,all,females,718402
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,hindu,persons,1147207
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,hindu,males,613358
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,hindu,females,533849
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,muslim,persons,336865
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,muslim,males,174165
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,muslim,females,162700
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,christian,persons,3296
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,christian,males,1735
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,christian,females,1561
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,sikh,persons,12253
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,sikh,males,6708
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,sikh,females,5545
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,buddhist,persons,325
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,buddhist,males,170
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,buddhist,females,155
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,jain,persons,27937
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,jain,males,14902
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,jain,females,13035
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,other,persons,94
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,other,males,52
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,0-4,other,females,42
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,all,persons,1716359
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,all,males,921892
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,all,females,794467
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,hindu,persons,1299130
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,hindu,males,703524
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,hindu,females,595606
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,muslim,persons,365252
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,muslim,males,190352
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,muslim,females,174900
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,christian,persons,3861
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,christian,males,2051
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,christian,females,1810
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,sikh,persons,13658
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,sikh,males,7563
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,sikh,females,6095
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,buddhist,persons,408
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,buddhist,males,213
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,buddhist,females,195
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,jain,persons,31328
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,jain,males,16716
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,jain,females,14612
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,other,persons,118
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,other,males,64
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,5-9,other,females,54
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,all,persons,1843329
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,all,males,983964
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,all,females,859365
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,hindu,persons,1410670
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,hindu,males,758745
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,hindu,females,651925
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,muslim,persons,375348
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,muslim,males,194419
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,muslim,females,180929
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,christian,persons,4299
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,christian,males,2195
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,christian,females,2104
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,sikh,persons,15440
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,sikh,males,8544
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,sikh,females,6896
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,buddhist,persons,437
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,buddhist,males,248
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,buddhist,females,189
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,jain,persons,34477
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,jain,males,18358
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,jain,females,16119
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,other,persons,108
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,other,males,69
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,10-14,other,females,39
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,all,persons,1817082
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,all,males,971791
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,all,females,845291
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,hindu,persons,1399343
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,hindu,males,755911
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,hindu,females,643432
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,muslim,persons,356625
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,muslim,males,183256
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,muslim,females,173369
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,christian,persons,4533
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,christian,males,2351
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,christian,females,2182
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,sikh,persons,16164
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,sikh,males,8721
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,sikh,females,7443
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,buddhist,persons,410
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,buddhist,males,205
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,buddhist,females,205
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,jain,persons,37539
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,jain,males,19976
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,jain,females,17563
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,other,persons,108
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,other,males,50
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,15-19,other,females,58
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,20-24,all,persons,1743733
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,20-24,all,males,905809
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,20-24,all,females,837924
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,20-24,hindu,persons,1350501
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,20-24,hindu,males,705051
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,20-24,hindu,females,645450
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,20-24,muslim,persons,329004
census-india-2011,sources/census-2011/c-series/c15-religion-by-age-sex.xlsx,ad1d2aa830ee6841,census-c15-extract-v1.0.0-20260527T180134Z,C2015,08,000,State - RAJASTHAN,urban,20-24,muslim,males,168082
