metric_id,geography_level,geography_code,year,religion,value,denominator,sample_size,ci_lower,ci_upper,source_id,source_document,extraction_run,methodology_note,break_flag
women-anemia,national,IN,2020,muslim,55.6,women_age_15_49_tested,89591,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-women-anemia-v1.0.0-20260529T023406Z,"NFHS-5 Table 10.23.1 — any anaemia (haemoglobin <12.0 g/dl non-pregnant, <11.0 g/dl pregnant), altitude-adjusted. Total residence, national. Year=2020 represents the midpoint of NFHS-5 fieldwork (2019-21).",false
women-anemia,national,IN,2020,hindu,57.4,women_age_15_49_tested,558120,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-women-anemia-v1.0.0-20260529T023406Z,"NFHS-5 Table 10.23.1 — any anaemia (haemoglobin <12.0 g/dl non-pregnant, <11.0 g/dl pregnant), altitude-adjusted. Total residence, national. Year=2020 represents the midpoint of NFHS-5 fieldwork (2019-21).",false
women-anemia,national,IN,2020,christian,51.1,women_age_15_49_tested,16039,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-women-anemia-v1.0.0-20260529T023406Z,"NFHS-5 Table 10.23.1 — any anaemia (haemoglobin <12.0 g/dl non-pregnant, <11.0 g/dl pregnant), altitude-adjusted. Total residence, national. Year=2020 represents the midpoint of NFHS-5 fieldwork (2019-21).",false
women-anemia,national,IN,2020,sikh,58.8,women_age_15_49_tested,10177,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-women-anemia-v1.0.0-20260529T023406Z,"NFHS-5 Table 10.23.1 — any anaemia (haemoglobin <12.0 g/dl non-pregnant, <11.0 g/dl pregnant), altitude-adjusted. Total residence, national. Year=2020 represents the midpoint of NFHS-5 fieldwork (2019-21).",false
women-anemia,national,IN,2020,buddhist,57.3,women_age_15_49_tested,4250,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-women-anemia-v1.0.0-20260529T023406Z,"NFHS-5 Table 10.23.1 — any anaemia (haemoglobin <12.0 g/dl non-pregnant, <11.0 g/dl pregnant), altitude-adjusted. Total residence, national. Year=2020 represents the midpoint of NFHS-5 fieldwork (2019-21).",false
women-anemia,national,IN,2020,jain,45.2,women_age_15_49_tested,1284,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-women-anemia-v1.0.0-20260529T023406Z,"NFHS-5 Table 10.23.1 — any anaemia (haemoglobin <12.0 g/dl non-pregnant, <11.0 g/dl pregnant), altitude-adjusted. Total residence, national. Year=2020 represents the midpoint of NFHS-5 fieldwork (2019-21).",false
women-anemia,national,IN,2020,other,65.5,women_age_15_49_tested,2574,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-women-anemia-v1.0.0-20260529T023406Z,"NFHS-5 Table 10.23.1 — any anaemia (haemoglobin <12.0 g/dl non-pregnant, <11.0 g/dl pregnant), altitude-adjusted. Total residence, national. Year=2020 represents the midpoint of NFHS-5 fieldwork (2019-21).",false
women-anemia,national,IN,2020,all,57.0,women_age_15_49_tested,682035,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-women-anemia-v1.0.0-20260529T023406Z,"NFHS-5 Table 10.23.1 — any anaemia (haemoglobin <12.0 g/dl non-pregnant, <11.0 g/dl pregnant), altitude-adjusted. Total residence, national. Year=2020 represents the midpoint of NFHS-5 fieldwork (2019-21).",false
