metric_id,geography_level,geography_code,year,religion,value,denominator,sample_size,ci_lower,ci_upper,source_id,source_document,extraction_run,methodology_note,break_flag
pop-growth-decadal,national,IN,2011,hindu,16.7571,decadal_growth_pct_2001_2011 (827578868->966257353 persons),,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-growth-decadal-v1.0.0-20260614T165904Z,"Decadal population growth 2001 to 2011 for hindu: (2011 count 966,257,353 minus 2001 count 827,578,868) divided by the 2001 count, times 100. Census C-01 head-counts (2001: sources/census-2001/c-series/c01-population-by-religion.xls; 2011: sources/census-2011/c-series/c01-population-by-religion.xls); matches the RGI 2011 religion-release published rate. Faster Muslim growth is driven by higher, now converging fertility, not migration or conversion (RGI; Pew).",false
pop-growth-decadal,national,IN,2011,muslim,24.6453,decadal_growth_pct_2001_2011 (138188240->172245158 persons),,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-growth-decadal-v1.0.0-20260614T165904Z,"Decadal population growth 2001 to 2011 for muslim: (2011 count 172,245,158 minus 2001 count 138,188,240) divided by the 2001 count, times 100. Census C-01 head-counts (2001: sources/census-2001/c-series/c01-population-by-religion.xls; 2011: sources/census-2011/c-series/c01-population-by-religion.xls); matches the RGI 2011 religion-release published rate. Faster Muslim growth is driven by higher, now converging fertility, not migration or conversion (RGI; Pew).",false
pop-growth-decadal,national,IN,2011,christian,15.5298,decadal_growth_pct_2001_2011 (24080016->27819588 persons),,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-growth-decadal-v1.0.0-20260614T165904Z,"Decadal population growth 2001 to 2011 for christian: (2011 count 27,819,588 minus 2001 count 24,080,016) divided by the 2001 count, times 100. Census C-01 head-counts (2001: sources/census-2001/c-series/c01-population-by-religion.xls; 2011: sources/census-2011/c-series/c01-population-by-religion.xls); matches the RGI 2011 religion-release published rate. Faster Muslim growth is driven by higher, now converging fertility, not migration or conversion (RGI; Pew).",false
pop-growth-decadal,national,IN,2011,sikh,8.417,decadal_growth_pct_2001_2011 (19215730->20833116 persons),,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-growth-decadal-v1.0.0-20260614T165904Z,"Decadal population growth 2001 to 2011 for sikh: (2011 count 20,833,116 minus 2001 count 19,215,730) divided by the 2001 count, times 100. Census C-01 head-counts (2001: sources/census-2001/c-series/c01-population-by-religion.xls; 2011: sources/census-2011/c-series/c01-population-by-religion.xls); matches the RGI 2011 religion-release published rate. Faster Muslim growth is driven by higher, now converging fertility, not migration or conversion (RGI; Pew).",false
pop-growth-decadal,national,IN,2011,buddhist,6.1314,decadal_growth_pct_2001_2011 (7955207->8442972 persons),,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-growth-decadal-v1.0.0-20260614T165904Z,"Decadal population growth 2001 to 2011 for buddhist: (2011 count 8,442,972 minus 2001 count 7,955,207) divided by the 2001 count, times 100. Census C-01 head-counts (2001: sources/census-2001/c-series/c01-population-by-religion.xls; 2011: sources/census-2011/c-series/c01-population-by-religion.xls); matches the RGI 2011 religion-release published rate. Faster Muslim growth is driven by higher, now converging fertility, not migration or conversion (RGI; Pew).",false
pop-growth-decadal,national,IN,2011,jain,5.3656,decadal_growth_pct_2001_2011 (4225053->4451753 persons),,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-growth-decadal-v1.0.0-20260614T165904Z,"Decadal population growth 2001 to 2011 for jain: (2011 count 4,451,753 minus 2001 count 4,225,053) divided by the 2001 count, times 100. Census C-01 head-counts (2001: sources/census-2001/c-series/c01-population-by-religion.xls; 2011: sources/census-2011/c-series/c01-population-by-religion.xls); matches the RGI 2011 religion-release published rate. Faster Muslim growth is driven by higher, now converging fertility, not migration or conversion (RGI; Pew).",false
pop-growth-decadal,national,IN,2011,all,17.7176,decadal_growth_pct_2001_2011 (1028610328->1210854977 persons),,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-growth-decadal-v1.0.0-20260614T165904Z,"Decadal population growth 2001 to 2011 for all: (2011 count 1,210,854,977 minus 2001 count 1,028,610,328) divided by the 2001 count, times 100. Census C-01 head-counts (2001: sources/census-2001/c-series/c01-population-by-religion.xls; 2011: sources/census-2011/c-series/c01-population-by-religion.xls); matches the RGI 2011 religion-release published rate. Faster Muslim growth is driven by higher, now converging fertility, not migration or conversion (RGI; Pew).",false
