metric_id,geography_level,geography_code,year,religion,value,denominator,sample_size,ci_lower,ci_upper,source_id,source_document,extraction_run,methodology_note,break_flag
undertrial-share,national,IN,2022,muslim,20.92,undertrial_population_religion_reported_401419,,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-undertrial-share-v1.0.0-20260527T230332Z,"NCRB PSI 2022 Table 2.11C. Muslim undertrials: 83,968, total religion-reported: 401,419. Caveat: Maharashtra did not report religion breakdown for ~33k undertrials; share is computed over religion-reported subset only.",false
undertrial-share,national,IN,2022,hindu,70.59,undertrial_population_religion_reported_401419,,,,ncrb-prison,sources/ncrb-prison/psi-2022.pdf,canonicalize-undertrial-share-v1.0.0-20260527T230332Z,"NCRB PSI 2022 Table 2.11C. Muslim undertrials: 83,968, total religion-reported: 401,419. Caveat: Maharashtra did not report religion breakdown for ~33k undertrials; share is computed over religion-reported subset only.",false
