metric_id,geography_level,geography_code,year,religion,residence,value,denominator,sample_size,ci_lower,ci_upper,source_id,source_document,extraction_run,methodology_note,break_flag
institutional-credit-share,national,IN,2012,sikh,rural,67.64,outstanding_cash_debt_of_indebted_households,1207,,,aidis-2013,sources/nada/aidis-2013-v1/CSV_NSS_70th_Debt_&_Investment_Visit1_Jan_Dec_2013.zip,canonicalize-institutional-credit-share-v2.0.0-20260611T164504Z,"Computed from AIDIS 2013 (NSS 70th round, Sch 18.2) Visit-1 unit-level microdata pulled via the MoSPI NADA API: institutional share of outstanding cash debt (credit-agency codes 01-08, 10, 11; code 09 'others' is non-institutional), rural, as on 30.06.2012, weighted. Reproduces the published all-India shares exactly (rural 56.0 / urban 84.5, KI(70/18.2) Table 8). Computed among indebted households only (incidence of indebtedness: Muslim 23.8% vs Hindu 29.0% - Muslims borrow least), so religion x residence cells ride on smaller samples (about 1,700 indebted rural Muslim households); sample_size shows all surveyed households in the cell. NSO unit-data rider: religion is self-reported; the split is indicative; no sub-state estimates. Year=2012 is the as-on date; fielded January-December 2013.",false
institutional-credit-share,national,IN,2012,sikh,urban,86.22,outstanding_cash_debt_of_indebted_households,759,,,aidis-2013,sources/nada/aidis-2013-v1/CSV_NSS_70th_Debt_&_Investment_Visit1_Jan_Dec_2013.zip,canonicalize-institutional-credit-share-v2.0.0-20260611T164504Z,"Computed from AIDIS 2013 (NSS 70th round, Sch 18.2) Visit-1 unit-level microdata pulled via the MoSPI NADA API: institutional share of outstanding cash debt (credit-agency codes 01-08, 10, 11; code 09 'others' is non-institutional), urban, as on 30.06.2012, weighted. Reproduces the published all-India shares exactly (rural 56.0 / urban 84.5, KI(70/18.2) Table 8). Computed among indebted households only (incidence of indebtedness: Muslim 23.8% vs Hindu 29.0% - Muslims borrow least), so religion x residence cells ride on smaller samples (about 1,700 indebted rural Muslim households); sample_size shows all surveyed households in the cell. NSO unit-data rider: religion is self-reported; the split is indicative; no sub-state estimates. Year=2012 is the as-on date; fielded January-December 2013.",false
institutional-credit-share,national,IN,2012,all,all,72.58,outstanding_cash_debt_of_indebted_households,110800,,,aidis-2013,sources/nada/aidis-2013-v1/CSV_NSS_70th_Debt_&_Investment_Visit1_Jan_Dec_2013.zip,canonicalize-institutional-credit-share-v2.0.0-20260611T164504Z,"Computed from AIDIS 2013 (NSS 70th round, Sch 18.2) Visit-1 unit-level microdata pulled via the MoSPI NADA API: institutional share of outstanding cash debt (credit-agency codes 01-08, 10, 11; code 09 'others' is non-institutional), rural+urban, as on 30.06.2012, weighted. Reproduces the published all-India shares exactly (rural 56.0 / urban 84.5, KI(70/18.2) Table 8). Computed among indebted households only (incidence of indebtedness: Muslim 23.8% vs Hindu 29.0% - Muslims borrow least), so religion x residence cells ride on smaller samples (about 1,700 indebted rural Muslim households); sample_size shows all surveyed households in the cell. NSO unit-data rider: religion is self-reported; the split is indicative; no sub-state estimates. Year=2012 is the as-on date; fielded January-December 2013.",false
institutional-credit-share,national,IN,2012,all,rural,55.98,outstanding_cash_debt_of_indebted_households,62135,,,aidis-2013,sources/nada/aidis-2013-v1/CSV_NSS_70th_Debt_&_Investment_Visit1_Jan_Dec_2013.zip,canonicalize-institutional-credit-share-v2.0.0-20260611T164504Z,"Computed from AIDIS 2013 (NSS 70th round, Sch 18.2) Visit-1 unit-level microdata pulled via the MoSPI NADA API: institutional share of outstanding cash debt (credit-agency codes 01-08, 10, 11; code 09 'others' is non-institutional), rural, as on 30.06.2012, weighted. Reproduces the published all-India shares exactly (rural 56.0 / urban 84.5, KI(70/18.2) Table 8). Computed among indebted households only (incidence of indebtedness: Muslim 23.8% vs Hindu 29.0% - Muslims borrow least), so religion x residence cells ride on smaller samples (about 1,700 indebted rural Muslim households); sample_size shows all surveyed households in the cell. NSO unit-data rider: religion is self-reported; the split is indicative; no sub-state estimates. Year=2012 is the as-on date; fielded January-December 2013.",false
institutional-credit-share,national,IN,2012,all,urban,84.48,outstanding_cash_debt_of_indebted_households,48665,,,aidis-2013,sources/nada/aidis-2013-v1/CSV_NSS_70th_Debt_&_Investment_Visit1_Jan_Dec_2013.zip,canonicalize-institutional-credit-share-v2.0.0-20260611T164504Z,"Computed from AIDIS 2013 (NSS 70th round, Sch 18.2) Visit-1 unit-level microdata pulled via the MoSPI NADA API: institutional share of outstanding cash debt (credit-agency codes 01-08, 10, 11; code 09 'others' is non-institutional), urban, as on 30.06.2012, weighted. Reproduces the published all-India shares exactly (rural 56.0 / urban 84.5, KI(70/18.2) Table 8). Computed among indebted households only (incidence of indebtedness: Muslim 23.8% vs Hindu 29.0% - Muslims borrow least), so religion x residence cells ride on smaller samples (about 1,700 indebted rural Muslim households); sample_size shows all surveyed households in the cell. NSO unit-data rider: religion is self-reported; the split is indicative; no sub-state estimates. Year=2012 is the as-on date; fielded January-December 2013.",false
institutional-credit-share,national,IN,2018,muslim,all,68.70,outstanding_cash_debt_of_indebted_households,13520,,,aidis-2019,sources/nss77-aidis/PROVENANCE-note.md,canonicalize-institutional-credit-share-v2.0.0-20260611T164504Z,"Computed from AIDIS 2019 (NSS 77th round, Sch 18.2) Visit-1 unit-level microdata, MoSPI's original fixed-width TXT distribution (the NADA copy is a proprietary binary; provenance in sources/nss77-aidis/): institutional share of outstanding cash debt (credit-agency codes 01-08 and 10-13 per the instructions; code 09 'other' is non-institutional, and the questionnaire's serial-number ranges - institutional loans at serials 1-50 - confirm the split to the decimal), rural+urban, as on 30.06.2018, weighted. Reproduces the published all-India shares at printed precision (rural 66 / urban 87, MoSPI press note 24.08.2021). Computed among indebted households only (incidence of indebtedness: Muslim 26.8% vs Hindu 31.4% - Muslims still borrow least), so religion x residence cells ride on smaller samples; sample_size shows all surveyed households in the cell. NSO unit-data rider: religion is self-reported; the split is indicative; no sub-state estimates. Year=2018 is the as-on date; fielded January-December 2019.",false
institutional-credit-share,national,IN,2018,muslim,rural,66.12,outstanding_cash_debt_of_indebted_households,6753,,,aidis-2019,sources/nss77-aidis/PROVENANCE-note.md,canonicalize-institutional-credit-share-v2.0.0-20260611T164504Z,"Computed from AIDIS 2019 (NSS 77th round, Sch 18.2) Visit-1 unit-level microdata, MoSPI's original fixed-width TXT distribution (the NADA copy is a proprietary binary; provenance in sources/nss77-aidis/): institutional share of outstanding cash debt (credit-agency codes 01-08 and 10-13 per the instructions; code 09 'other' is non-institutional, and the questionnaire's serial-number ranges - institutional loans at serials 1-50 - confirm the split to the decimal), rural, as on 30.06.2018, weighted. Reproduces the published all-India shares at printed precision (rural 66 / urban 87, MoSPI press note 24.08.2021). Computed among indebted households only (incidence of indebtedness: Muslim 26.8% vs Hindu 31.4% - Muslims still borrow least), so religion x residence cells ride on smaller samples; sample_size shows all surveyed households in the cell. NSO unit-data rider: religion is self-reported; the split is indicative; no sub-state estimates. Year=2018 is the as-on date; fielded January-December 2019.",false
institutional-credit-share,national,IN,2018,muslim,urban,71.29,outstanding_cash_debt_of_indebted_households,6767,,,aidis-2019,sources/nss77-aidis/PROVENANCE-note.md,canonicalize-institutional-credit-share-v2.0.0-20260611T164504Z,"Computed from AIDIS 2019 (NSS 77th round, Sch 18.2) Visit-1 unit-level microdata, MoSPI's original fixed-width TXT distribution (the NADA copy is a proprietary binary; provenance in sources/nss77-aidis/): institutional share of outstanding cash debt (credit-agency codes 01-08 and 10-13 per the instructions; code 09 'other' is non-institutional, and the questionnaire's serial-number ranges - institutional loans at serials 1-50 - confirm the split to the decimal), urban, as on 30.06.2018, weighted. Reproduces the published all-India shares at printed precision (rural 66 / urban 87, MoSPI press note 24.08.2021). Computed among indebted households only (incidence of indebtedness: Muslim 26.8% vs Hindu 31.4% - Muslims still borrow least), so religion x residence cells ride on smaller samples; sample_size shows all surveyed households in the cell. NSO unit-data rider: religion is self-reported; the split is indicative; no sub-state estimates. Year=2018 is the as-on date; fielded January-December 2019.",false
institutional-credit-share,national,IN,2018,hindu,all,77.09,outstanding_cash_debt_of_indebted_households,91306,,,aidis-2019,sources/nss77-aidis/PROVENANCE-note.md,canonicalize-institutional-credit-share-v2.0.0-20260611T164504Z,"Computed from AIDIS 2019 (NSS 77th round, Sch 18.2) Visit-1 unit-level microdata, MoSPI's original fixed-width TXT distribution (the NADA copy is a proprietary binary; provenance in sources/nss77-aidis/): institutional share of outstanding cash debt (credit-agency codes 01-08 and 10-13 per the instructions; code 09 'other' is non-institutional, and the questionnaire's serial-number ranges - institutional loans at serials 1-50 - confirm the split to the decimal), rural+urban, as on 30.06.2018, weighted. Reproduces the published all-India shares at printed precision (rural 66 / urban 87, MoSPI press note 24.08.2021). Computed among indebted households only (incidence of indebtedness: Muslim 26.8% vs Hindu 31.4% - Muslims still borrow least), so religion x residence cells ride on smaller samples; sample_size shows all surveyed households in the cell. NSO unit-data rider: religion is self-reported; the split is indicative; no sub-state estimates. Year=2018 is the as-on date; fielded January-December 2019.",false
institutional-credit-share,national,IN,2018,hindu,rural,65.58,outstanding_cash_debt_of_indebted_households,55444,,,aidis-2019,sources/nss77-aidis/PROVENANCE-note.md,canonicalize-institutional-credit-share-v2.0.0-20260611T164504Z,"Computed from AIDIS 2019 (NSS 77th round, Sch 18.2) Visit-1 unit-level microdata, MoSPI's original fixed-width TXT distribution (the NADA copy is a proprietary binary; provenance in sources/nss77-aidis/): institutional share of outstanding cash debt (credit-agency codes 01-08 and 10-13 per the instructions; code 09 'other' is non-institutional, and the questionnaire's serial-number ranges - institutional loans at serials 1-50 - confirm the split to the decimal), rural, as on 30.06.2018, weighted. Reproduces the published all-India shares at printed precision (rural 66 / urban 87, MoSPI press note 24.08.2021). Computed among indebted households only (incidence of indebtedness: Muslim 26.8% vs Hindu 31.4% - Muslims still borrow least), so religion x residence cells ride on smaller samples; sample_size shows all surveyed households in the cell. NSO unit-data rider: religion is self-reported; the split is indicative; no sub-state estimates. Year=2018 is the as-on date; fielded January-December 2019.",false
institutional-credit-share,national,IN,2018,hindu,urban,88.40,outstanding_cash_debt_of_indebted_households,35862,,,aidis-2019,sources/nss77-aidis/PROVENANCE-note.md,canonicalize-institutional-credit-share-v2.0.0-20260611T164504Z,"Computed from AIDIS 2019 (NSS 77th round, Sch 18.2) Visit-1 unit-level microdata, MoSPI's original fixed-width TXT distribution (the NADA copy is a proprietary binary; provenance in sources/nss77-aidis/): institutional share of outstanding cash debt (credit-agency codes 01-08 and 10-13 per the instructions; code 09 'other' is non-institutional, and the questionnaire's serial-number ranges - institutional loans at serials 1-50 - confirm the split to the decimal), urban, as on 30.06.2018, weighted. Reproduces the published all-India shares at printed precision (rural 66 / urban 87, MoSPI press note 24.08.2021). Computed among indebted households only (incidence of indebtedness: Muslim 26.8% vs Hindu 31.4% - Muslims still borrow least), so religion x residence cells ride on smaller samples; sample_size shows all surveyed households in the cell. NSO unit-data rider: religion is self-reported; the split is indicative; no sub-state estimates. Year=2018 is the as-on date; fielded January-December 2019.",false
institutional-credit-share,national,IN,2018,christian,all,76.27,outstanding_cash_debt_of_indebted_households,7119,,,aidis-2019,sources/nss77-aidis/PROVENANCE-note.md,canonicalize-institutional-credit-share-v2.0.0-20260611T164504Z,"Computed from AIDIS 2019 (NSS 77th round, Sch 18.2) Visit-1 unit-level microdata, MoSPI's original fixed-width TXT distribution (the NADA copy is a proprietary binary; provenance in sources/nss77-aidis/): institutional share of outstanding cash debt (credit-agency codes 01-08 and 10-13 per the instructions; code 09 'other' is non-institutional, and the questionnaire's serial-number ranges - institutional loans at serials 1-50 - confirm the split to the decimal), rural+urban, as on 30.06.2018, weighted. Reproduces the published all-India shares at printed precision (rural 66 / urban 87, MoSPI press note 24.08.2021). Computed among indebted households only (incidence of indebtedness: Muslim 26.8% vs Hindu 31.4% - Muslims still borrow least), so religion x residence cells ride on smaller samples; sample_size shows all surveyed households in the cell. NSO unit-data rider: religion is self-reported; the split is indicative; no sub-state estimates. Year=2018 is the as-on date; fielded January-December 2019.",false
institutional-credit-share,national,IN,2018,christian,rural,68.08,outstanding_cash_debt_of_indebted_households,4423,,,aidis-2019,sources/nss77-aidis/PROVENANCE-note.md,canonicalize-institutional-credit-share-v2.0.0-20260611T164504Z,"Computed from AIDIS 2019 (NSS 77th round, Sch 18.2) Visit-1 unit-level microdata, MoSPI's original fixed-width TXT distribution (the NADA copy is a proprietary binary; provenance in sources/nss77-aidis/): institutional share of outstanding cash debt (credit-agency codes 01-08 and 10-13 per the instructions; code 09 'other' is non-institutional, and the questionnaire's serial-number ranges - institutional loans at serials 1-50 - confirm the split to the decimal), rural, as on 30.06.2018, weighted. Reproduces the published all-India shares at printed precision (rural 66 / urban 87, MoSPI press note 24.08.2021). Computed among indebted households only (incidence of indebtedness: Muslim 26.8% vs Hindu 31.4% - Muslims still borrow least), so religion x residence cells ride on smaller samples; sample_size shows all surveyed households in the cell. NSO unit-data rider: religion is self-reported; the split is indicative; no sub-state estimates. Year=2018 is the as-on date; fielded January-December 2019.",false
institutional-credit-share,national,IN,2018,christian,urban,84.46,outstanding_cash_debt_of_indebted_households,2696,,,aidis-2019,sources/nss77-aidis/PROVENANCE-note.md,canonicalize-institutional-credit-share-v2.0.0-20260611T164504Z,"Computed from AIDIS 2019 (NSS 77th round, Sch 18.2) Visit-1 unit-level microdata, MoSPI's original fixed-width TXT distribution (the NADA copy is a proprietary binary; provenance in sources/nss77-aidis/): institutional share of outstanding cash debt (credit-agency codes 01-08 and 10-13 per the instructions; code 09 'other' is non-institutional, and the questionnaire's serial-number ranges - institutional loans at serials 1-50 - confirm the split to the decimal), urban, as on 30.06.2018, weighted. Reproduces the published all-India shares at printed precision (rural 66 / urban 87, MoSPI press note 24.08.2021). Computed among indebted households only (incidence of indebtedness: Muslim 26.8% vs Hindu 31.4% - Muslims still borrow least), so religion x residence cells ride on smaller samples; sample_size shows all surveyed households in the cell. NSO unit-data rider: religion is self-reported; the split is indicative; no sub-state estimates. Year=2018 is the as-on date; fielded January-December 2019.",false
institutional-credit-share,national,IN,2018,sikh,all,82.68,outstanding_cash_debt_of_indebted_households,2076,,,aidis-2019,sources/nss77-aidis/PROVENANCE-note.md,canonicalize-institutional-credit-share-v2.0.0-20260611T164504Z,"Computed from AIDIS 2019 (NSS 77th round, Sch 18.2) Visit-1 unit-level microdata, MoSPI's original fixed-width TXT distribution (the NADA copy is a proprietary binary; provenance in sources/nss77-aidis/): institutional share of outstanding cash debt (credit-agency codes 01-08 and 10-13 per the instructions; code 09 'other' is non-institutional, and the questionnaire's serial-number ranges - institutional loans at serials 1-50 - confirm the split to the decimal), rural+urban, as on 30.06.2018, weighted. Reproduces the published all-India shares at printed precision (rural 66 / urban 87, MoSPI press note 24.08.2021). Computed among indebted households only (incidence of indebtedness: Muslim 26.8% vs Hindu 31.4% - Muslims still borrow least), so religion x residence cells ride on smaller samples; sample_size shows all surveyed households in the cell. NSO unit-data rider: religion is self-reported; the split is indicative; no sub-state estimates. Year=2018 is the as-on date; fielded January-December 2019.",false
institutional-credit-share,national,IN,2018,sikh,rural,75.97,outstanding_cash_debt_of_indebted_households,1354,,,aidis-2019,sources/nss77-aidis/PROVENANCE-note.md,canonicalize-institutional-credit-share-v2.0.0-20260611T164504Z,"Computed from AIDIS 2019 (NSS 77th round, Sch 18.2) Visit-1 unit-level microdata, MoSPI's original fixed-width TXT distribution (the NADA copy is a proprietary binary; provenance in sources/nss77-aidis/): institutional share of outstanding cash debt (credit-agency codes 01-08 and 10-13 per the instructions; code 09 'other' is non-institutional, and the questionnaire's serial-number ranges - institutional loans at serials 1-50 - confirm the split to the decimal), rural, as on 30.06.2018, weighted. Reproduces the published all-India shares at printed precision (rural 66 / urban 87, MoSPI press note 24.08.2021). Computed among indebted households only (incidence of indebtedness: Muslim 26.8% vs Hindu 31.4% - Muslims still borrow least), so religion x residence cells ride on smaller samples; sample_size shows all surveyed households in the cell. NSO unit-data rider: religion is self-reported; the split is indicative; no sub-state estimates. Year=2018 is the as-on date; fielded January-December 2019.",false
institutional-credit-share,national,IN,2018,sikh,urban,92.93,outstanding_cash_debt_of_indebted_households,722,,,aidis-2019,sources/nss77-aidis/PROVENANCE-note.md,canonicalize-institutional-credit-share-v2.0.0-20260611T164504Z,"Computed from AIDIS 2019 (NSS 77th round, Sch 18.2) Visit-1 unit-level microdata, MoSPI's original fixed-width TXT distribution (the NADA copy is a proprietary binary; provenance in sources/nss77-aidis/): institutional share of outstanding cash debt (credit-agency codes 01-08 and 10-13 per the instructions; code 09 'other' is non-institutional, and the questionnaire's serial-number ranges - institutional loans at serials 1-50 - confirm the split to the decimal), urban, as on 30.06.2018, weighted. Reproduces the published all-India shares at printed precision (rural 66 / urban 87, MoSPI press note 24.08.2021). Computed among indebted households only (incidence of indebtedness: Muslim 26.8% vs Hindu 31.4% - Muslims still borrow least), so religion x residence cells ride on smaller samples; sample_size shows all surveyed households in the cell. NSO unit-data rider: religion is self-reported; the split is indicative; no sub-state estimates. Year=2018 is the as-on date; fielded January-December 2019.",false
institutional-credit-share,national,IN,2018,all,all,76.70,outstanding_cash_debt_of_indebted_households,116461,,,aidis-2019,sources/nss77-aidis/PROVENANCE-note.md,canonicalize-institutional-credit-share-v2.0.0-20260611T164504Z,"Computed from AIDIS 2019 (NSS 77th round, Sch 18.2) Visit-1 unit-level microdata, MoSPI's original fixed-width TXT distribution (the NADA copy is a proprietary binary; provenance in sources/nss77-aidis/): institutional share of outstanding cash debt (credit-agency codes 01-08 and 10-13 per the instructions; code 09 'other' is non-institutional, and the questionnaire's serial-number ranges - institutional loans at serials 1-50 - confirm the split to the decimal), rural+urban, as on 30.06.2018, weighted. Reproduces the published all-India shares at printed precision (rural 66 / urban 87, MoSPI press note 24.08.2021). Computed among indebted households only (incidence of indebtedness: Muslim 26.8% vs Hindu 31.4% - Muslims still borrow least), so religion x residence cells ride on smaller samples; sample_size shows all surveyed households in the cell. NSO unit-data rider: religion is self-reported; the split is indicative; no sub-state estimates. Year=2018 is the as-on date; fielded January-December 2019.",false
