district_code,state,district,year,religion,value,source
IN-S19-D333,West Bengal,Murshidabad,2011,muslim,66.2683,census-india-2011
IN-S19-D334,West Bengal,Birbhum,2011,muslim,37.0618,census-india-2011
IN-S19-D335,West Bengal,Barddhaman,2011,muslim,20.7289,census-india-2011
IN-S19-D336,West Bengal,Nadia,2011,muslim,26.7568,census-india-2011
IN-S19-D337,West Bengal,North Twenty Four Parganas,2011,muslim,25.8216,census-india-2011
IN-S19-D338,West Bengal,Hugli,2011,muslim,15.767,census-india-2011
IN-S19-D339,West Bengal,Bankura,2011,muslim,8.0755,census-india-2011
IN-S19-D340,West Bengal,Puruliya,2011,muslim,7.7556,census-india-2011
IN-S19-D341,West Bengal,Haora,2011,muslim,26.1986,census-india-2011
IN-S19-D342,West Bengal,Kolkata,2011,muslim,20.6021,census-india-2011
IN-S19-D343,West Bengal,South Twenty Four Parganas,2011,muslim,35.5684,census-india-2011
IN-S19-D344,West Bengal,Paschim Medinipur,2011,muslim,10.4939,census-india-2011
IN-S19-D345,West Bengal,Purba Medinipur,2011,muslim,14.589,census-india-2011
IN-S20-D346,Jharkhand,Garhwa,2011,muslim,14.7174,census-india-2011
IN-S20-D347,Jharkhand,Chatra,2011,muslim,11.1911,census-india-2011
IN-S20-D348,Jharkhand,Kodarma,2011,muslim,14.9412,census-india-2011
IN-S20-D349,Jharkhand,Giridih,2011,muslim,20.797,census-india-2011
IN-S20-D350,Jharkhand,Deoghar,2011,muslim,20.2823,census-india-2011
IN-S20-D351,Jharkhand,Godda,2011,muslim,22.0153,census-india-2011
IN-S20-D352,Jharkhand,Sahibganj,2011,muslim,34.6128,census-india-2011
IN-S20-D353,Jharkhand,Pakur,2011,muslim,35.868,census-india-2011
IN-S20-D354,Jharkhand,Dhanbad,2011,muslim,16.0836,census-india-2011
IN-S20-D355,Jharkhand,Bokaro,2011,muslim,11.7077,census-india-2011
IN-S20-D356,Jharkhand,Lohardaga,2011,muslim,20.5747,census-india-2011
IN-S20-D357,Jharkhand,Purbi Singhbhum,2011,muslim,8.893,census-india-2011
IN-S20-D358,Jharkhand,Palamu,2011,muslim,12.2841,census-india-2011
IN-S20-D359,Jharkhand,Latehar,2011,muslim,9.6025,census-india-2011
IN-S20-D360,Jharkhand,Hazaribagh,2011,muslim,16.2149,census-india-2011
IN-S20-D361,Jharkhand,Ramgarh,2011,muslim,13.5908,census-india-2011
IN-S20-D362,Jharkhand,Dumka,2011,muslim,8.087,census-india-2011
IN-S20-D363,Jharkhand,Jamtara,2011,muslim,20.7835,census-india-2011
IN-S20-D364,Jharkhand,Ranchi,2011,muslim,14.0948,census-india-2011
IN-S20-D365,Jharkhand,Khunti,2011,muslim,2.4671,census-india-2011
IN-S20-D366,Jharkhand,Gumla,2011,muslim,5.0164,census-india-2011
IN-S20-D367,Jharkhand,Simdega,2011,muslim,2.5189,census-india-2011
IN-S20-D368,Jharkhand,Pashchimi Singhbhum,2011,muslim,2.5362,census-india-2011
IN-S20-D369,Jharkhand,Saraikela-Kharsawan,2011,muslim,5.9704,census-india-2011
IN-S21-D370,Odisha,Bargarh,2011,muslim,0.5082,census-india-2011
IN-S21-D371,Odisha,Jharsuguda,2011,muslim,2.2058,census-india-2011
IN-S21-D372,Odisha,Sambalpur,2011,muslim,1.9326,census-india-2011
IN-S21-D373,Odisha,Debagarh,2011,muslim,0.2253,census-india-2011
IN-S21-D374,Odisha,Sundargarh,2011,muslim,3.4102,census-india-2011
IN-S21-D375,Odisha,Kendujhar,2011,muslim,1.5403,census-india-2011
IN-S21-D376,Odisha,Mayurbhanj,2011,muslim,1.3377,census-india-2011
IN-S21-D377,Odisha,Baleshwar,2011,muslim,4.0617,census-india-2011
IN-S21-D378,Odisha,Bhadrak,2011,muslim,6.9176,census-india-2011
IN-S21-D379,Odisha,Kendrapara,2011,muslim,3.4885,census-india-2011
IN-S21-D380,Odisha,Jagatsinghapur,2011,muslim,4.1275,census-india-2011
IN-S21-D381,Odisha,Cuttack,2011,muslim,5.3825,census-india-2011
IN-S21-D382,Odisha,Jajapur,2011,muslim,5.1249,census-india-2011
IN-S21-D383,Odisha,Dhenkanal,2011,muslim,0.4028,census-india-2011
IN-S21-D384,Odisha,Anugul,2011,muslim,0.5897,census-india-2011
IN-S21-D385,Odisha,Nayagarh,2011,muslim,0.5482,census-india-2011
IN-S21-D386,Odisha,Khordha,2011,muslim,3.7332,census-india-2011
IN-S21-D387,Odisha,Puri,2011,muslim,2.7134,census-india-2011
IN-S21-D388,Odisha,Ganjam,2011,muslim,0.3773,census-india-2011
IN-S21-D389,Odisha,Gajapati,2011,muslim,0.2693,census-india-2011
IN-S21-D390,Odisha,Kandhamal,2011,muslim,0.2916,census-india-2011
IN-S21-D391,Odisha,Baudh,2011,muslim,0.2283,census-india-2011
IN-S21-D392,Odisha,Subarnapur,2011,muslim,0.2566,census-india-2011
IN-S21-D393,Odisha,Balangir,2011,muslim,0.4737,census-india-2011
IN-S21-D394,Odisha,Nuapada,2011,muslim,0.8113,census-india-2011
IN-S21-D395,Odisha,Kalahandi,2011,muslim,0.3155,census-india-2011
IN-S21-D396,Odisha,Rayagada,2011,muslim,0.476,census-india-2011
IN-S21-D397,Odisha,Nabarangapur,2011,muslim,0.5531,census-india-2011
IN-S21-D398,Odisha,Koraput,2011,muslim,0.6415,census-india-2011
IN-S21-D399,Odisha,Malkangiri,2011,muslim,0.3051,census-india-2011
IN-S22-D400,Chhattisgarh,Koriya,2011,muslim,3.9274,census-india-2011
IN-S22-D401,Chhattisgarh,Surguja,2011,muslim,3.4511,census-india-2011
IN-S22-D402,Chhattisgarh,Jashpur,2011,muslim,1.8007,census-india-2011
IN-S22-D403,Chhattisgarh,Raigarh,2011,muslim,1.1601,census-india-2011
IN-S22-D404,Chhattisgarh,Korba,2011,muslim,2.5024,census-india-2011
IN-S22-D405,Chhattisgarh,Janjgir - Champa,2011,muslim,0.875,census-india-2011
IN-S22-D406,Chhattisgarh,Bilaspur,2011,muslim,2.1765,census-india-2011
IN-S22-D407,Chhattisgarh,Kabeerdham,2011,muslim,1.484,census-india-2011
IN-S22-D408,Chhattisgarh,Rajnandgaon,2011,muslim,1.5384,census-india-2011
IN-S22-D409,Chhattisgarh,Durg,2011,muslim,2.4971,census-india-2011
IN-S22-D410,Chhattisgarh,Raipur,2011,muslim,2.5355,census-india-2011
IN-S22-D411,Chhattisgarh,Mahasamund,2011,muslim,1.2171,census-india-2011
IN-S22-D412,Chhattisgarh,Dhamtari,2011,muslim,1.3035,census-india-2011
IN-S22-D413,Chhattisgarh,Uttar Bastar Kanker,2011,muslim,0.8065,census-india-2011
IN-S22-D414,Chhattisgarh,Bastar,2011,muslim,0.8784,census-india-2011
IN-S22-D415,Chhattisgarh,Narayanpur,2011,muslim,0.555,census-india-2011
IN-S22-D416,Chhattisgarh,Dakshin Bastar Dantewada,2011,muslim,1.2062,census-india-2011
IN-S22-D417,Chhattisgarh,Bijapur,2011,muslim,0.6335,census-india-2011
IN-S23-D418,Madhya Pradesh,Sheopur,2011,muslim,6.0181,census-india-2011
IN-S23-D419,Madhya Pradesh,Morena,2011,muslim,3.8739,census-india-2011
IN-S23-D420,Madhya Pradesh,Bhind,2011,muslim,3.9211,census-india-2011
IN-S23-D421,Madhya Pradesh,Gwalior,2011,muslim,6.975,census-india-2011
IN-S23-D422,Madhya Pradesh,Datia,2011,muslim,3.6203,census-india-2011
IN-S23-D423,Madhya Pradesh,Shivpuri,2011,muslim,2.9663,census-india-2011
IN-S23-D424,Madhya Pradesh,Tikamgarh,2011,muslim,3.0545,census-india-2011
IN-S23-D425,Madhya Pradesh,Chhatarpur,2011,muslim,3.9918,census-india-2011
IN-S23-D426,Madhya Pradesh,Panna,2011,muslim,3.4642,census-india-2011
IN-S23-D427,Madhya Pradesh,Sagar,2011,muslim,4.3507,census-india-2011
IN-S23-D428,Madhya Pradesh,Damoh,2011,muslim,3.7941,census-india-2011
IN-S23-D429,Madhya Pradesh,Satna,2011,muslim,2.6681,census-india-2011
IN-S23-D430,Madhya Pradesh,Rewa,2011,muslim,3.6114,census-india-2011
IN-S23-D431,Madhya Pradesh,Umaria,2011,muslim,2.4763,census-india-2011
IN-S23-D432,Madhya Pradesh,Neemuch,2011,muslim,8.1499,census-india-2011
IN-S23-D433,Madhya Pradesh,Mandsaur,2011,muslim,9.3664,census-india-2011
IN-S23-D434,Madhya Pradesh,Ratlam,2011,muslim,10.3824,census-india-2011
IN-S23-D435,Madhya Pradesh,Ujjain,2011,muslim,11.7337,census-india-2011
IN-S23-D436,Madhya Pradesh,Shajapur,2011,muslim,11.5506,census-india-2011
IN-S23-D437,Madhya Pradesh,Dewas,2011,muslim,11.1439,census-india-2011
IN-S23-D438,Madhya Pradesh,Dhar,2011,muslim,5.3162,census-india-2011
IN-S23-D439,Madhya Pradesh,Indore,2011,muslim,12.6695,census-india-2011
IN-S23-D440,Madhya Pradesh,Khargone (West Nimar),2011,muslim,7.212,census-india-2011
IN-S23-D441,Madhya Pradesh,Barwani,2011,muslim,4.2011,census-india-2011
IN-S23-D442,Madhya Pradesh,Rajgarh,2011,muslim,6.9173,census-india-2011
IN-S23-D443,Madhya Pradesh,Vidisha,2011,muslim,10.2509,census-india-2011
IN-S23-D444,Madhya Pradesh,Bhopal,2011,muslim,22.1603,census-india-2011
IN-S23-D445,Madhya Pradesh,Sehore,2011,muslim,10.5221,census-india-2011
IN-S23-D446,Madhya Pradesh,Raisen,2011,muslim,9.0366,census-india-2011
IN-S23-D447,Madhya Pradesh,Betul,2011,muslim,2.3861,census-india-2011
IN-S23-D448,Madhya Pradesh,Harda,2011,muslim,6.7734,census-india-2011
IN-S23-D449,Madhya Pradesh,Hoshangabad,2011,muslim,4.2107,census-india-2011
IN-S23-D450,Madhya Pradesh,Katni,2011,muslim,2.8816,census-india-2011
IN-S23-D451,Madhya Pradesh,Jabalpur,2011,muslim,8.2675,census-india-2011
IN-S23-D452,Madhya Pradesh,Narsimhapur,2011,muslim,3.5763,census-india-2011
IN-S23-D453,Madhya Pradesh,Dindori,2011,muslim,0.9561,census-india-2011
IN-S23-D454,Madhya Pradesh,Mandla,2011,muslim,1.5696,census-india-2011
IN-S23-D455,Madhya Pradesh,Chhindwara,2011,muslim,4.8157,census-india-2011
IN-S23-D456,Madhya Pradesh,Seoni,2011,muslim,5.7818,census-india-2011
IN-S23-D457,Madhya Pradesh,Balaghat,2011,muslim,2.2649,census-india-2011
IN-S23-D458,Madhya Pradesh,Guna,2011,muslim,3.9631,census-india-2011
IN-S23-D459,Madhya Pradesh,Ashoknagar,2011,muslim,4.817,census-india-2011
IN-S23-D460,Madhya Pradesh,Shahdol,2011,muslim,3.9797,census-india-2011
IN-S23-D461,Madhya Pradesh,Anuppur,2011,muslim,2.866,census-india-2011
IN-S23-D462,Madhya Pradesh,Sidhi,2011,muslim,3.0539,census-india-2011
IN-S23-D463,Madhya Pradesh,Singrauli,2011,muslim,3.9527,census-india-2011
IN-S23-D464,Madhya Pradesh,Jhabua,2011,muslim,1.5349,census-india-2011
IN-S23-D465,Madhya Pradesh,Alirajpur,2011,muslim,2.4225,census-india-2011
IN-S23-D466,Madhya Pradesh,Khandwa (East Nimar),2011,muslim,8.8757,census-india-2011
IN-S23-D467,Madhya Pradesh,Burhanpur,2011,muslim,23.8623,census-india-2011
IN-S24-D468,Gujarat,Kachchh,2011,muslim,21.1413,census-india-2011
IN-S24-D469,Gujarat,Banas Kantha,2011,muslim,6.842,census-india-2011
IN-S24-D470,Gujarat,Patan,2011,muslim,10.6269,census-india-2011
IN-S24-D471,Gujarat,Mahesana,2011,muslim,6.704,census-india-2011
IN-S24-D472,Gujarat,Sabar Kantha,2011,muslim,6.1173,census-india-2011
IN-S24-D473,Gujarat,Gandhinagar,2011,muslim,4.1152,census-india-2011
IN-S24-D474,Gujarat,Ahmadabad,2011,muslim,12.243,census-india-2011
IN-S24-D475,Gujarat,Surendranagar,2011,muslim,6.2451,census-india-2011
IN-S24-D476,Gujarat,Rajkot,2011,muslim,9.4988,census-india-2011
IN-S24-D477,Gujarat,Jamnagar,2011,muslim,14.8513,census-india-2011
IN-S24-D478,Gujarat,Porbandar,2011,muslim,5.7332,census-india-2011
IN-S24-D479,Gujarat,Junagadh,2011,muslim,12.2074,census-india-2011
IN-S24-D480,Gujarat,Amreli,2011,muslim,6.5451,census-india-2011
IN-S24-D481,Gujarat,Bhavnagar,2011,muslim,7.3901,census-india-2011
IN-S24-D482,Gujarat,Anand,2011,muslim,11.9899,census-india-2011
IN-S24-D483,Gujarat,Kheda,2011,muslim,11.4998,census-india-2011
IN-S24-D484,Gujarat,Panch Mahals,2011,muslim,6.6302,census-india-2011
IN-S24-D485,Gujarat,Dohad,2011,muslim,3.1194,census-india-2011
IN-S24-D486,Gujarat,Vadodara,2011,muslim,9.2322,census-india-2011
IN-S24-D487,Gujarat,Narmada,2011,muslim,3.8286,census-india-2011
IN-S24-D488,Gujarat,Bharuch,2011,muslim,22.1474,census-india-2011
IN-S24-D489,Gujarat,The Dangs,2011,muslim,1.5739,census-india-2011
IN-S24-D490,Gujarat,Navsari,2011,muslim,5.9164,census-india-2011
IN-S24-D491,Gujarat,Valsad,2011,muslim,5.513,census-india-2011
IN-S24-D492,Gujarat,Surat,2011,muslim,10.8656,census-india-2011
IN-S24-D493,Gujarat,Tapi,2011,muslim,2.7644,census-india-2011
IN-S25-D494,Daman & Diu,Diu,2011,muslim,6.1259,census-india-2011
IN-S25-D495,Daman & Diu,Daman,2011,muslim,8.4149,census-india-2011
IN-S26-D496,Dadra & Nagar Haveli,Dadra & Nagar Haveli,2011,muslim,3.7596,census-india-2011
IN-S27-D497,Maharashtra,Nandurbar,2011,muslim,5.8352,census-india-2011
IN-S27-D498,Maharashtra,Dhule,2011,muslim,9.162,census-india-2011
IN-S27-D499,Maharashtra,Jalgaon,2011,muslim,13.2452,census-india-2011
IN-S27-D500,Maharashtra,Buldana,2011,muslim,13.6969,census-india-2011
IN-S27-D501,Maharashtra,Akola,2011,muslim,19.6952,census-india-2011
IN-S27-D502,Maharashtra,Washim,2011,muslim,11.9175,census-india-2011
IN-S27-D503,Maharashtra,Amravati,2011,muslim,14.5895,census-india-2011
IN-S27-D504,Maharashtra,Wardha,2011,muslim,4.1402,census-india-2011
IN-S27-D505,Maharashtra,Nagpur,2011,muslim,8.4016,census-india-2011
IN-S27-D506,Maharashtra,Bhandara,2011,muslim,2.2079,census-india-2011
IN-S27-D507,Maharashtra,Gondiya,2011,muslim,1.9778,census-india-2011
IN-S27-D508,Maharashtra,Gadchiroli,2011,muslim,1.9631,census-india-2011
IN-S27-D509,Maharashtra,Chandrapur,2011,muslim,4.1871,census-india-2011
IN-S27-D510,Maharashtra,Yavatmal,2011,muslim,8.6294,census-india-2011
IN-S27-D511,Maharashtra,Nanded,2011,muslim,14.0408,census-india-2011
IN-S27-D512,Maharashtra,Hingoli,2011,muslim,10.8339,census-india-2011
IN-S27-D513,Maharashtra,Parbhani,2011,muslim,16.6857,census-india-2011
IN-S27-D514,Maharashtra,Jalna,2011,muslim,13.9977,census-india-2011
IN-S27-D515,Maharashtra,Aurangabad,2011,muslim,21.2542,census-india-2011
IN-S27-D516,Maharashtra,Nashik,2011,muslim,11.3481,census-india-2011
IN-S27-D517,Maharashtra,Thane,2011,muslim,12.2569,census-india-2011
IN-S27-D518,Maharashtra,Mumbai Suburban,2011,muslim,19.192,census-india-2011
IN-S27-D519,Maharashtra,Mumbai,2011,muslim,25.059,census-india-2011
IN-S27-D520,Maharashtra,Raigarh,2011,muslim,8.6351,census-india-2011
IN-S27-D521,Maharashtra,Pune,2011,muslim,7.1447,census-india-2011
IN-S27-D522,Maharashtra,Ahmadnagar,2011,muslim,7.0599,census-india-2011
IN-S27-D523,Maharashtra,Bid,2011,muslim,12.3942,census-india-2011
IN-S27-D524,Maharashtra,Latur,2011,muslim,14.981,census-india-2011
IN-S27-D525,Maharashtra,Osmanabad,2011,muslim,10.7944,census-india-2011
IN-S27-D526,Maharashtra,Solapur,2011,muslim,10.2195,census-india-2011
IN-S27-D527,Maharashtra,Satara,2011,muslim,4.8929,census-india-2011
IN-S27-D528,Maharashtra,Ratnagiri,2011,muslim,11.5907,census-india-2011
IN-S27-D529,Maharashtra,Sindhudurg,2011,muslim,3.0912,census-india-2011
IN-S27-D530,Maharashtra,Kolhapur,2011,muslim,7.3931,census-india-2011
IN-S27-D531,Maharashtra,Sangli,2011,muslim,8.4903,census-india-2011
IN-S28-D532,Andhra Pradesh,Adilabad,2011,muslim,10.0673,census-india-2011
IN-S28-D533,Andhra Pradesh,Nizamabad,2011,muslim,15.3487,census-india-2011
IN-S28-D534,Andhra Pradesh,Karimnagar,2011,muslim,6.4805,census-india-2011
IN-S28-D535,Andhra Pradesh,Medak,2011,muslim,11.2897,census-india-2011
IN-S28-D536,Andhra Pradesh,Hyderabad,2011,muslim,43.4508,census-india-2011
IN-S28-D537,Andhra Pradesh,Rangareddy,2011,muslim,11.6585,census-india-2011
IN-S28-D538,Andhra Pradesh,Mahbubnagar,2011,muslim,8.245,census-india-2011
IN-S28-D539,Andhra Pradesh,Nalgonda,2011,muslim,5.4072,census-india-2011
IN-S28-D540,Andhra Pradesh,Warangal,2011,muslim,5.6179,census-india-2011
IN-S28-D541,Andhra Pradesh,Khammam,2011,muslim,5.6799,census-india-2011
IN-S28-D542,Andhra Pradesh,Srikakulam,2011,muslim,0.3339,census-india-2011
IN-S28-D543,Andhra Pradesh,Vizianagaram,2011,muslim,0.7005,census-india-2011
IN-S28-D544,Andhra Pradesh,Visakhapatnam,2011,muslim,2.0121,census-india-2011
IN-S28-D545,Andhra Pradesh,East Godavari,2011,muslim,1.509,census-india-2011
IN-S28-D546,Andhra Pradesh,West Godavari,2011,muslim,2.188,census-india-2011
IN-S28-D547,Andhra Pradesh,Krishna,2011,muslim,6.7969,census-india-2011
IN-S28-D548,Andhra Pradesh,Guntur,2011,muslim,11.4524,census-india-2011
IN-S28-D549,Andhra Pradesh,Prakasam,2011,muslim,6.4947,census-india-2011
IN-S28-D550,Andhra Pradesh,Sri Potti Sriramulu Nellore,2011,muslim,9.7308,census-india-2011
IN-S28-D551,Andhra Pradesh,Y.S.R.,2011,muslim,15.7541,census-india-2011
IN-S28-D552,Andhra Pradesh,Kurnool,2011,muslim,16.5473,census-india-2011
IN-S28-D553,Andhra Pradesh,Anantapur,2011,muslim,10.866,census-india-2011
IN-S28-D554,Andhra Pradesh,Chittoor,2011,muslim,9.532,census-india-2011
IN-S29-D555,Karnataka,Belgaum,2011,muslim,11.0554,census-india-2011
IN-S29-D556,Karnataka,Bagalkot,2011,muslim,11.6413,census-india-2011
IN-S29-D557,Karnataka,Bijapur,2011,muslim,16.9744,census-india-2011
IN-S29-D558,Karnataka,Bidar,2011,muslim,19.6785,census-india-2011
IN-S29-D559,Karnataka,Raichur,2011,muslim,14.1031,census-india-2011
IN-S29-D560,Karnataka,Koppal,2011,muslim,11.6388,census-india-2011
IN-S29-D561,Karnataka,Gadag,2011,muslim,13.4951,census-india-2011
IN-S29-D562,Karnataka,Dharwad,2011,muslim,20.9436,census-india-2011
IN-S29-D563,Karnataka,Uttara Kannada,2011,muslim,13.0795,census-india-2011
IN-S29-D564,Karnataka,Haveri,2011,muslim,18.6476,census-india-2011
IN-S29-D565,Karnataka,Bellary,2011,muslim,13.0814,census-india-2011
IN-S29-D566,Karnataka,Chitradurga,2011,muslim,7.7586,census-india-2011
IN-S29-D567,Karnataka,Davanagere,2011,muslim,13.6626,census-india-2011
IN-S29-D568,Karnataka,Shimoga,2011,muslim,13.3883,census-india-2011
IN-S29-D569,Karnataka,Udupi,2011,muslim,8.2167,census-india-2011
IN-S29-D570,Karnataka,Chikmagalur,2011,muslim,8.8962,census-india-2011
IN-S29-D571,Karnataka,Tumkur,2011,muslim,9.1797,census-india-2011
IN-S29-D572,Karnataka,Bangalore,2011,muslim,12.9739,census-india-2011
IN-S29-D573,Karnataka,Mandya,2011,muslim,4.3085,census-india-2011
IN-S29-D574,Karnataka,Hassan,2011,muslim,6.7558,census-india-2011
IN-S29-D575,Karnataka,Dakshina Kannada,2011,muslim,24.0182,census-india-2011
IN-S29-D576,Karnataka,Kodagu,2011,muslim,15.7387,census-india-2011
IN-S29-D577,Karnataka,Mysore,2011,muslim,9.6813,census-india-2011
IN-S29-D578,Karnataka,Chamarajanagar,2011,muslim,4.6248,census-india-2011
IN-S29-D579,Karnataka,Gulbarga,2011,muslim,19.9945,census-india-2011
IN-S29-D580,Karnataka,Yadgir,2011,muslim,13.2286,census-india-2011
IN-S29-D581,Karnataka,Kolar,2011,muslim,13.0092,census-india-2011
IN-S29-D582,Karnataka,Chikkaballapura,2011,muslim,11.7767,census-india-2011
IN-S29-D583,Karnataka,Bangalore Rural,2011,muslim,9.3097,census-india-2011
IN-S29-D584,Karnataka,Ramanagara,2011,muslim,10.5586,census-india-2011
IN-S30-D585,Goa,North Goa,2011,muslim,7.0832,census-india-2011
IN-S30-D586,Goa,South Goa,2011,muslim,9.9328,census-india-2011
IN-S31-D587,Lakshadweep,Lakshadweep,2011,muslim,96.58,census-india-2011
IN-S32-D588,Kerala,Kasaragod,2011,muslim,37.2436,census-india-2011
IN-S32-D589,Kerala,Kannur,2011,muslim,29.4285,census-india-2011
IN-S32-D590,Kerala,Wayanad,2011,muslim,28.6493,census-india-2011
IN-S32-D591,Kerala,Kozhikode,2011,muslim,39.2423,census-india-2011
IN-S32-D592,Kerala,Malappuram,2011,muslim,70.2384,census-india-2011
IN-S32-D593,Kerala,Palakkad,2011,muslim,28.9308,census-india-2011
IN-S32-D594,Kerala,Thrissur,2011,muslim,17.0716,census-india-2011
IN-S32-D595,Kerala,Ernakulam,2011,muslim,15.6714,census-india-2011
IN-S32-D596,Kerala,Idukki,2011,muslim,7.4128,census-india-2011
IN-S32-D597,Kerala,Kottayam,2011,muslim,6.4065,census-india-2011
IN-S32-D598,Kerala,Alappuzha,2011,muslim,10.553,census-india-2011
IN-S32-D599,Kerala,Pathanamthitta,2011,muslim,4.5994,census-india-2011
IN-S32-D600,Kerala,Kollam,2011,muslim,19.2952,census-india-2011
IN-S32-D601,Kerala,Thiruvananthapuram,2011,muslim,13.7188,census-india-2011
IN-S33-D602,Tamil Nadu,Thiruvallur,2011,muslim,3.8382,census-india-2011
IN-S33-D603,Tamil Nadu,Chennai,2011,muslim,9.4533,census-india-2011
IN-S33-D604,Tamil Nadu,Kancheepuram,2011,muslim,4.3465,census-india-2011
IN-S33-D605,Tamil Nadu,Vellore,2011,muslim,10.5367,census-india-2011
IN-S33-D606,Tamil Nadu,Tiruvannamalai,2011,muslim,3.7177,census-india-2011
IN-S33-D607,Tamil Nadu,Viluppuram,2011,muslim,3.8711,census-india-2011
IN-S33-D608,Tamil Nadu,Salem,2011,muslim,2.7423,census-india-2011
IN-S33-D609,Tamil Nadu,Namakkal,2011,muslim,1.8813,census-india-2011
IN-S33-D610,Tamil Nadu,Erode,2011,muslim,3.3795,census-india-2011
IN-S33-D611,Tamil Nadu,The Nilgiris,2011,muslim,10.668,census-india-2011
IN-S33-D612,Tamil Nadu,Dindigul,2011,muslim,4.8622,census-india-2011
IN-S33-D613,Tamil Nadu,Karur,2011,muslim,5.0063,census-india-2011
IN-S33-D614,Tamil Nadu,Tiruchirappalli,2011,muslim,7.0148,census-india-2011
IN-S33-D615,Tamil Nadu,Perambalur,2011,muslim,5.7857,census-india-2011
IN-S33-D616,Tamil Nadu,Ariyalur,2011,muslim,1.0521,census-india-2011
IN-S33-D617,Tamil Nadu,Cuddalore,2011,muslim,4.7488,census-india-2011
IN-S33-D618,Tamil Nadu,Nagapattinam,2011,muslim,7.9568,census-india-2011
IN-S33-D619,Tamil Nadu,Thiruvarur,2011,muslim,7.6005,census-india-2011
IN-S33-D620,Tamil Nadu,Thanjavur,2011,muslim,7.9311,census-india-2011
IN-S33-D621,Tamil Nadu,Pudukkottai,2011,muslim,7.0562,census-india-2011
IN-S33-D622,Tamil Nadu,Sivaganga,2011,muslim,5.5492,census-india-2011
IN-S33-D623,Tamil Nadu,Madurai,2011,muslim,5.5585,census-india-2011
IN-S33-D624,Tamil Nadu,Theni,2011,muslim,4.555,census-india-2011
IN-S33-D625,Tamil Nadu,Virudhunagar,2011,muslim,2.463,census-india-2011
IN-S33-D626,Tamil Nadu,Ramanathapuram,2011,muslim,15.371,census-india-2011
IN-S33-D627,Tamil Nadu,Thoothukkudi,2011,muslim,4.6133,census-india-2011
IN-S33-D628,Tamil Nadu,Tirunelveli,2011,muslim,9.8585,census-india-2011
IN-S33-D629,Tamil Nadu,Kanniyakumari,2011,muslim,4.2018,census-india-2011
IN-S33-D630,Tamil Nadu,Dharmapuri,2011,muslim,2.542,census-india-2011
IN-S33-D631,Tamil Nadu,Krishnagiri,2011,muslim,6.1338,census-india-2011
IN-S33-D632,Tamil Nadu,Coimbatore,2011,muslim,6.1027,census-india-2011
IN-S33-D633,Tamil Nadu,Tiruppur,2011,muslim,5.0012,census-india-2011
IN-S34-D634,Puducherry,Yanam,2011,muslim,2.1411,census-india-2011
IN-S34-D635,Puducherry,Puducherry,2011,muslim,3.4383,census-india-2011
IN-S34-D636,Puducherry,Mahe,2011,muslim,30.7442,census-india-2011
IN-S34-D637,Puducherry,Karaikal,2011,muslim,14.4015,census-india-2011
IN-S35-D638,Andaman & Nicobar Islands,Nicobars,2011,muslim,3.6263,census-india-2011
IN-S35-D639,Andaman & Nicobar Islands,North  & Middle Andaman,2011,muslim,2.0502,census-india-2011
IN-S35-D640,Andaman & Nicobar Islands,South Andaman,2011,muslim,12.1407,census-india-2011
