metric_id,geography_level,geography_code,year,religion,value,denominator,sample_size,ci_lower,ci_upper,source_id,source_document,extraction_run,methodology_note,break_flag
district-concentration-top100,national,IN,2011,muslim,58.55,top_100_districts_muslim_pop_100853681 / national_muslim_pop_172245158,,,,census-india-2011,sources/census-2011/c-series/state-mdds/c01-<state>.xls,canonicalize-district-concentration-top100-v1.0.0-20260528T003657Z,"Share of national Muslim population concentrated in the top 100 districts (ranked by absolute Muslim population). Computed from all state MDDS files: 640 districts considered. The top 100 hold 100,853,681 Muslim residents of India's 172,245,158 total Muslim population.",false
