metric_id,geography_level,geography_code,year,religion,value,denominator,sample_size,ci_lower,ci_upper,source_id,source_document,extraction_run,methodology_note,break_flag
improved-sanitation,national,IN,2020,muslim,90.3,households,,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-improved-sanitation-v1.0.0-20260528T002856Z,"NFHS-5 Table 2.4 (page 74) — % of households with access to a toilet facility (any type, not strictly 'improved' per JMP definition). Total residence. Year=2020 = NFHS-5 fieldwork midpoint.",false
improved-sanitation,national,IN,2020,hindu,80.7,households,,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-improved-sanitation-v1.0.0-20260528T002856Z,"NFHS-5 Table 2.4 (page 74) — % of households with access to a toilet facility (any type, not strictly 'improved' per JMP definition). Total residence. Year=2020 = NFHS-5 fieldwork midpoint.",false
improved-sanitation,national,IN,2020,all,82.5,households,,,,nfhs-5,sources/nfhs-5/reports/india-report-fr375.pdf,canonicalize-improved-sanitation-v1.0.0-20260528T002856Z,"NFHS-5 Table 2.4 (page 74) — % of households with access to a toilet facility (any type, not strictly 'improved' per JMP definition). Total residence. Year=2020 = NFHS-5 fieldwork midpoint.",false
